file_name,products_count,error
dickssportinggoods_shoe-footcare_1.9.24.csv,47.0,
pacsun_sale_1.8.24.csv,0.0,
alaffia_all_1.8.24.csv,103.0,
petco_fish-deals_1.8.24.csv,0.0,
tactics_clothing_1.8.24.csv,3658.0,
tactics_snowboard_1.8.24.csv,1854.0,
bathandunwind_wellbeing_1.9.24.csv,0.0,
walmart_cars-trains-drones_1.8.24.csv,1162.0,
petco_home-holidays_1.8.24.csv,0.0,
tacticalgear_deals_1.8.24.csv,876.0,
walmart_pawpatrol_1.9.24.csv,1001.0,
walmart_dog-health-wellness_1.8.24.csv,995.0,
bathandunwind_face_1.9.24.csv,0.0,
entertainmenthealth_vehicles-diecast_1.7.24.csv,724.0,
dollargeneral_baby_12.13.23_filtered.csv,264.0,
petco_smallpet-holiday-shop_1.8.24.csv,0.0,
netrition_sports-nutrition_12.13.23_filtered.csv,2.0,
ecosmetics_skincare_1.7.24.csv,11683.0,
bathandunwind_bath-body_1.9.24.csv,0.0,
tactics_shoes_1.8.24.csv,602.0,
dickssportinggoods_youth-shoes_1.9.24.csv,936.0,
pickleballcentral_deals_1.9.24.csv,0.0,
ryanspet_grooming-tools_12.13.23_filtered.csv,6.0,
ecosmetics_men_1.7.24.csv,2768.0,
sandcloud_bath-towels_12.13.23_filtered.csv,1.0,
walmart_toy-deals_1.9.24.csv,1020.0,
dickssportinggoods_socks_1.9.24.csv,912.0,
petco_smallpet-toys-accessories_1.8.24.csv,0.0,
tennisexpress_fila-apparel_1.8.24.csv,2772.0,
dickssportinggoods_mens-shoes_1.8.24.csv,45.0,
shoprescuespa_skincare_1.8.24.csv,250.0,
rei_dog-gear_12.14.23_filtered.csv,103.0,
bathandunwind_hair_1.9.24.csv,0.0,
nrsworld_horse-tack_1.8.24.csv,28.0,
petco_dog-holiday-accessories_1.8.24.csv,0.0,
sanrio_collaborations_1.8.24.csv,15.0,
